"","date","state","positive","negative","recovered","death","total","state_name","lat","lng"
"8109",2020-05-06,"SC",6936,70546,3816,305,77482,"South Carolina",34,-81
"8110",2020-05-06,"SD",2779,16637,1977,29,19416,"South Dakota",44.5,-100
"8111",2020-05-06,"TN",13938,213163,6564,239,227101,"Tennessee",36,-86
"8112",2020-05-06,"TX",34422,404516,17622,948,438938,"Texas",31,-100
"8113",2020-05-06,"UT",5595,125407,2509,58,131002,"Utah",39,-111
"8114",2020-05-06,"VA",20256,93452,2617,713,114177,"Virginia",38,-79
"8115",2020-05-06,"VI",66,990,54,4,1093,"Virgin Islands",18.35,-64.933333
"8116",2020-05-06,"VT",914,16281,706,52,17195,"Vermont",44,-72.7
"8117",2020-05-06,"WA",17065,231637,NA,862,248702,"Wahington",47.5,-120.5
"8118",2020-05-06,"WI",10262,87826,4348,362,98300,"Wisconsin",44.5,-89.5
"8119",2020-05-06,"WV",1248,54536,716,50,55784,"West Virginia",39,-80.5
"8120",2020-05-06,"WY",604,11403,409,7,12007,"Wyoming",43,-107.5
"8121",2020-05-05,"AK",371,22321,277,9,22692,"Alaska",65,-150
"8122",2020-05-05,"AL",8285,98481,NA,313,106766,"Alabama",32.7,-86.7
"8123",2020-05-05,"AR",3496,51139,2041,83,54635,"Arkansas",34.8,-92.2
"8124",2020-05-05,"AS",0,83,NA,0,83,NA,NA,NA
"8125",2020-05-05,"AZ",9305,78955,1671,395,88260,"Arizona",34,-112
"8126",2020-05-05,"CA",56212,723690,NA,2317,779902,"California",37,-120
"8127",2020-05-05,"CO",16907,68097,2743,851,85004,"Colorado",39,-105.5
"8128",2020-05-05,"CT",30621,78022,4346,2633,108643,"Connecticut",41.6,-72.7
"8129",2020-05-05,"DC",5322,19007,667,264,24329,NA,NA,NA
"8130",2020-05-05,"DE",5371,19309,1847,266,24680,"Delaware",39,-75.5
"8131",2020-05-05,"FL",37439,428252,NA,1536,466956,"Florida",28.1,-81.6
"8132",2020-05-05,"GA",29711,171172,NA,1288,200883,"Georgia",33,-83.5
"8133",2020-05-05,"GU",149,3341,124,5,3490,"Guam",13.5,144.8
"8134",2020-05-05,"HI",621,33378,548,17,33999,"Hawaii",21.311389,-157.796389
"8135",2020-05-05,"IA",10111,50458,3572,207,60569,"Iowa",42,-93
"8136",2020-05-05,"ID",2106,28202,1358,64,30308,"Idaho",45,-114
"8137",2020-05-05,"IL",65962,280324,NA,2838,346286,"Illanois",40,-89
"8138",2020-05-05,"IN",21033,94801,NA,1326,115834,"Indiana",40,-86
"8139",2020-05-05,"KS",5458,34634,296,137,40092,"Kansas",38.5,-98
"8140",2020-05-05,"KY",5245,54802,1892,261,60047,"Kentucky",37.5,-85
"8141",2020-05-05,"LA",29996,158235,20316,2115,188231,"Louisiana",31,-92
"8142",2020-05-05,"MA",70271,263078,NA,4212,333349,"Massachusetts",42.3,-71.8
"8143",2020-05-05,"MD",27117,112986,1810,1476,140103,"Maryland",39,-76.7
"8144",2020-05-05,"ME",1226,19546,741,61,20772,"Maine",45.5,-69
"8145",2020-05-05,"MI",50497,213091,15659,4781,263588,"Michigan",44,-85
"8146",2020-05-05,"MN",10876,89202,4159,455,100078,"Minnesota",46,-94
"8147",2020-05-05,"MO",8916,86150,NA,377,95066,"Missouri",38.5,-92.5
"8148",2020-05-05,"MP",14,1783,12,2,1797,NA,NA,NA
"8149",2020-05-05,"MS",8207,72101,4421,342,80308,"Mississippi",33,-90
"8150",2020-05-05,"MT",456,14816,410,16,15272,"Montana",47,-110
"8151",2020-05-05,"NC",12256,139544,NA,452,151800,"North Carolina",35.5,-80
"8152",2020-05-05,"ND",1266,35155,559,17,36421,"North Dakota",47,-100
"8153",2020-05-05,"NE",6083,28526,NA,78,34609,"Nebraska",41.5,-100
"8154",2020-05-05,"NH",2588,24282,1019,86,26949,"New Hampshire",44,-71.5
"8155",2020-05-05,"NJ",130593,157030,15642,9787,288173,"New Jersey",40,-74.5
"8156",2020-05-05,"NM",4031,77689,842,156,81720,"New Mexico",34,-106
"8157",2020-05-05,"NV",5594,42290,200,297,47884,"Nevada",39,-117
"8158",2020-05-05,"NY",321192,707707,58950,19645,1028899,"New York",43,-75
"8159",2020-05-05,"OH",20969,139766,NA,1135,160735,"Ohio",40.5,-82.5
"8160",2020-05-05,"OK",4127,75290,2830,247,79417,"Oklahoma",35.5,-98
"8161",2020-05-05,"OR",2839,62585,860,113,65424,"Oregon",44,-120.5
"8162",2020-05-05,"PA",50957,199925,NA,3012,250882,"Pennsylvania",41,-77.5
"8163",2020-05-05,"PR",1924,9313,NA,99,11237,"Puerto Rico",18.2,-66.5
"8164",2020-05-05,"RI",10297,58781,639,355,69078,"Rhode Island",41.7,-71.5
"8165",2020-05-05,"SC",6757,61014,3622,283,67771,"South Carolina",34,-81
"8166",2020-05-05,"SD",2721,16301,1895,24,19022,"South Dakota",44.5,-100
"8167",2020-05-05,"TN",13690,205172,6356,226,218862,"Tennessee",36,-86
"8168",2020-05-05,"TX",33369,393841,16791,906,427210,"Texas",31,-100
"8169",2020-05-05,"UT",5449,121266,2387,56,126715,"Utah",39,-111
"8170",2020-05-05,"VA",20256,93452,2617,713,114177,"Virginia",38,-79
"8171",2020-05-05,"VI",66,973,51,4,1073,"Virgin Islands",18.35,-64.933333
"8172",2020-05-05,"VT",909,16065,NA,52,16974,"Vermont",44,-72.7
"8173",2020-05-05,"WA",16776,225514,NA,841,242290,"Wahington",47.5,-120.5
"8174",2020-05-05,"WI",9896,83967,4131,353,94099,"Wisconsin",44.5,-89.5
"8175",2020-05-05,"WV",1238,53585,630,50,54823,"West Virginia",39,-80.5
"8176",2020-05-05,"WY",596,10319,405,7,10915,"Wyoming",43,-107.5
"8177",2020-05-04,"AK",370,21353,263,9,21723,"Alaska",65,-150
"8178",2020-05-04,"AL",8025,95092,NA,296,103117,"Alabama",32.7,-86.7
"8179",2020-05-04,"AR",3458,50984,2016,81,54442,"Arkansas",34.8,-92.2
"8180",2020-05-04,"AS",0,83,NA,0,83,NA,NA,NA
"8181",2020-05-04,"AZ",8919,76334,1632,362,85253,"Arizona",34,-112
"8182",2020-05-04,"CA",54937,692937,NA,2254,747874,"California",37,-120
"8183",2020-05-04,"CO",16635,66455,2650,842,83090,"Colorado",39,-105.5
"8184",2020-05-04,"CT",29287,73206,4346,2495,102493,"Connecticut",41.6,-72.7
"8185",2020-05-04,"DC",5170,18625,666,258,23795,NA,NA,NA
"8186",2020-05-04,"DE",5288,18822,1716,255,24110,"Delaware",39,-75.5
"8187",2020-05-04,"FL",36897,407373,NA,1423,445451,"Florida",28.1,-81.6
"8188",2020-05-04,"GA",29368,153957,NA,1222,183325,"Georgia",33,-83.5
"8189",2020-05-04,"GU",149,3242,125,5,3391,"Guam",13.5,144.8
"8190",2020-05-04,"HI",620,33246,544,17,33866,"Hawaii",21.311389,-157.796389
"8191",2020-05-04,"IA",9703,47458,3486,188,57161,"Iowa",42,-93
"8192",2020-05-04,"ID",2061,27746,1267,64,29807,"Idaho",45,-114
"8193",2020-05-04,"IL",63840,269307,NA,2662,333147,"Illanois",40,-89
"8194",2020-05-04,"IN",20507,92790,NA,1264,113297,"Indiana",40,-86
"8195",2020-05-04,"KS",5245,33358,291,136,38603,"Kansas",38.5,-98
"8196",2020-05-04,"KY",5130,53279,1892,253,58409,"Kentucky",37.5,-85
"8197",2020-05-04,"LA",29673,151258,20316,2064,180931,"Louisiana",31,-92
"8198",2020-05-04,"MA",69087,255181,NA,4090,324268,"Massachusetts",42.3,-71.8
"8199",2020-05-04,"MD",26408,110587,1695,1424,136995,"Maryland",39,-76.7
"8200",2020-05-04,"ME",1205,19546,720,57,20751,"Maine",45.5,-69
"8201",2020-05-04,"MI",49809,202671,15659,4722,252480,"Michigan",44,-85
"8202",2020-05-04,"MN",10235,86677,3784,428,96912,"Minnesota",46,-94
"8203",2020-05-04,"MO",8754,82697,NA,358,91451,"Missouri",38.5,-92.5
"8204",2020-05-04,"MP",14,1321,12,2,1335,NA,NA,NA
"8205",2020-05-04,"MS",7877,71800,4421,310,79677,"Mississippi",33,-90
"8206",2020-05-04,"MT",457,14631,404,16,15088,"Montana",47,-110
"8207",2020-05-04,"NC",11848,134591,NA,430,146439,"North Carolina",35.5,-80
"8208",2020-05-04,"ND",1225,33529,540,15,34754,"North Dakota",47,-100
"8209",2020-05-04,"NE",5910,27844,NA,78,33754,"Nebraska",41.5,-100
"8210",2020-05-04,"NH",2588,24282,1017,86,27114,"New Hampshire",44,-71.5
"8211",2020-05-04,"NJ",128269,148951,15642,9446,277867,"New Jersey",40,-74.5
"8212",2020-05-04,"NM",3850,74127,832,151,77977,"New Mexico",34,-106
"8213",2020-05-04,"NV",5491,40675,185,292,46166,"Nevada",39,-117
"8214",2020-05-04,"NY",318953,688357,58950,19415,1007310,"New York",43,-75
"8215",2020-05-04,"OH",20474,134681,NA,1056,155155,"Ohio",40.5,-82.5
"8216",2020-05-04,"OK",4044,59804,2682,238,63848,"Oklahoma",35.5,-98
"8217",2020-05-04,"OR",2759,60698,860,109,63457,"Oregon",44,-120.5
"8218",2020-05-04,"PA",50092,195498,NA,2458,245590,"Pennsylvania",41,-77.5
"8219",2020-05-04,"PR",1843,9313,NA,97,11156,"Puerto Rico",18.2,-66.5
"8220",2020-05-04,"RI",9994,56802,601,341,66796,"Rhode Island",41.7,-71.5
"8221",2020-05-04,"SC",6626,57562,3622,275,64188,"South Carolina",34,-81
"8222",2020-05-04,"SD",2668,16045,1830,21,18713,"South Dakota",44.5,-100
"8223",2020-05-04,"TN",13571,197872,6081,219,211443,"Tennessee",36,-86
"8224",2020-05-04,"TX",32332,375066,16090,884,407398,"Texas",31,-100
"8225",2020-05-04,"UT",5317,119344,2342,50,124661,"Utah",39,-111
"8226",2020-05-04,"VA",19492,92801,2547,684,112771,"Virginia",38,-79
"8227",2020-05-04,"VI",66,965,51,4,1046,"Virgin Islands",18.35,-64.933333
"8228",2020-05-04,"VT",906,15889,NA,52,16795,"Vermont",44,-72.7
"8229",2020-05-04,"WA",16518,219647,NA,834,236165,"Wahington",47.5,-120.5
"8230",2020-05-04,"WI",9538,80467,3973,340,90231,"Wisconsin",44.5,-89.5
"8231",2020-05-04,"WV",1206,52033,611,50,53239,"West Virginia",39,-80.5
"8232",2020-05-04,"WY",586,9868,391,7,10454,"Wyoming",43,-107.5
"8233",2020-05-03,"AK",368,21210,262,9,21578,"Alaska",65,-150
"8234",2020-05-03,"AL",7725,84775,NA,290,92500,"Alabama",32.7,-86.7
"8235",2020-05-03,"AR",3431,49459,1999,76,52890,"Arkansas",34.8,-92.2
"8236",2020-05-03,"AS",0,57,NA,0,57,NA,NA,NA
"8237",2020-05-03,"AZ",8640,72479,1597,362,81119,"Arizona",34,-112
"8238",2020-05-03,"CA",53616,662135,NA,2215,715751,"California",37,-120
"8239",2020-05-03,"CO",16225,63681,2607,832,79906,"Colorado",39,-105.5
"8240",2020-05-03,"CT",29287,73206,4346,2436,102493,"Connecticut",41.6,-72.7
"8241",2020-05-03,"DC",5016,18086,666,251,23102,NA,NA,NA
"8242",2020-05-03,"DE",5208,18529,1640,246,23737,"Delaware",39,-75.5
"8243",2020-05-03,"FL",36078,392111,NA,1403,429415,"Florida",28.1,-81.6
"8244",2020-05-03,"GA",28602,146494,NA,1177,175096,"Georgia",33,-83.5
"8245",2020-05-03,"GU",150,3152,126,5,3302,"Guam",13.5,144.8
"8246",2020-05-03,"HI",620,32330,541,16,32950,"Hawaii",21.311389,-157.796389
"8247",2020-05-03,"IA",9169,44017,3325,184,53186,"Iowa",42,-93
"8248",2020-05-03,"ID",2061,27746,1267,63,29807,"Idaho",45,-114
"8249",2020-05-03,"IL",61499,257814,NA,2618,319313,"Illanois",40,-89
"8250",2020-05-03,"IN",19933,88926,NA,1246,108859,"Indiana",40,-86
"8251",2020-05-03,"KS",5030,31748,286,134,36778,"Kansas",38.5,-98
"8252",2020-05-03,"KY",4879,52770,1752,248,57649,"Kentucky",37.5,-85
"8253",2020-05-03,"LA",29340,146820,17303,1969,176160,"Louisiana",31,-92
"8254",2020-05-03,"MA",68087,246559,NA,4004,314646,"Massachusetts",42.3,-71.8
"8255",2020-05-03,"MD",25462,107332,1666,1372,132794,"Maryland",39,-76.7
"8256",2020-05-03,"ME",1185,19546,706,57,20731,"Maine",45.5,-69
"8257",2020-05-03,"MI",49029,195361,15659,4641,244390,"Michigan",44,-85
"8258",2020-05-03,"MN",9411,83433,2596,419,92844,"Minnesota",46,-94
"8259",2020-05-03,"MO",8386,74590,NA,352,82976,"Missouri",38.5,-92.5
"8260",2020-05-03,"MP",14,1321,12,2,1335,NA,NA,NA
"8261",2020-05-03,"MS",7550,70043,3413,303,77593,"Mississippi",33,-90
"8262",2020-05-03,"MT",455,14552,404,16,15007,"Montana",47,-110
"8263",2020-05-03,"NC",11664,132171,NA,422,143835,"North Carolina",35.5,-80
"8264",2020-05-03,"ND",1191,32162,517,16,33353,"North Dakota",47,-100
"8265",2020-05-03,"NE",5326,25936,NA,76,31262,"Nebraska",41.5,-100
"8266",2020-05-03,"NH",2429,25964,1107,84,28613,"New Hampshire",44,-71.5
"8267",2020-05-03,"NJ",126744,148322,15642,9384,275707,"New Jersey",40,-74.5
"8268",2020-05-03,"NM",3732,71212,812,139,74944,"New Mexico",34,-106
"8269",2020-05-03,"NV",5423,39843,182,287,45266,"Nevada",39,-117
"8270",2020-05-03,"NY",316415,669496,58950,19189,985911,"New York",43,-75
"8271",2020-05-03,"OH",19914,130252,NA,1038,150166,"Ohio",40.5,-82.5
"8272",2020-05-03,"OK",3972,59804,2635,238,63776,"Oklahoma",35.5,-98
"8273",2020-05-03,"OR",2680,59374,860,109,62054,"Oregon",44,-120.5
"8274",2020-05-03,"PA",49267,191374,NA,2444,240641,"Pennsylvania",41,-77.5
"8275",2020-05-03,"PR",1808,9313,NA,97,11121,"Puerto Rico",18.2,-66.5
"8276",2020-05-03,"RI",9703,55233,565,320,64936,"Rhode Island",41.7,-71.5
"8277",2020-05-03,"SC",6626,57562,3622,275,64188,"South Carolina",34,-81
"8278",2020-05-03,"SD",2631,15786,1799,21,18417,"South Dakota",44.5,-100
"8279",2020-05-03,"TN",13177,191430,5814,210,204607,"Tennessee",36,-86
"8280",2020-05-03,"TX",31548,359012,15544,867,390560,"Texas",31,-100
"8281",2020-05-03,"UT",5175,116927,2238,50,122102,"Utah",39,-111
"8282",2020-05-03,"VA",18671,89331,2497,660,108467,"Virginia",38,-79
"8283",2020-05-03,"VI",66,951,51,4,1046,"Virgin Islands",18.35,-64.933333
"8284",2020-05-03,"VT",901,15570,NA,52,16471,"Vermont",44,-72.7
"8285",2020-05-03,"WA",16132,213668,NA,830,229800,"Wahington",47.5,-120.5
"8286",2020-05-03,"WI",9227,77997,3723,339,87455,"Wisconsin",44.5,-89.5
"8287",2020-05-03,"WV",1191,50447,611,50,51638,"West Virginia",39,-80.5
"8288",2020-05-03,"WY",579,9640,391,7,10219,"Wyoming",43,-107.5
"8289",2020-05-02,"AK",365,21034,261,9,21399,"Alaska",65,-150
"8290",2020-05-02,"AL",7434,84775,NA,288,92209,"Alabama",32.7,-86.7
"8291",2020-05-02,"AR",3372,48210,1987,73,51582,"Arkansas",34.8,-92.2
"8292",2020-05-02,"AS",0,57,NA,0,57,NA,NA,NA
"8293",2020-05-02,"AZ",8364,69633,1565,348,77997,"Arizona",34,-112
"8294",2020-05-02,"CA",52197,634606,NA,2171,686803,"California",37,-120
"8295",2020-05-02,"CO",15768,61181,2553,820,76949,"Colorado",39,-105.5
"8296",2020-05-02,"CT",28764,71493,4346,2339,100257,"Connecticut",41.6,-72.7
"8297",2020-05-02,"DC",4797,17207,666,240,22004,NA,NA,NA
"8298",2020-05-02,"DE",5038,18074,1546,235,23112,"Delaware",39,-75.5
"8299",2020-05-02,"FL",35463,380549,NA,1388,416012,"Florida",28.1,-81.6
"8300",2020-05-02,"GA",28306,146494,NA,1174,174800,"Georgia",33,-83.5
"8301",2020-05-02,"GU",148,3040,131,5,3188,"Guam",13.5,144.8
"8302",2020-05-02,"HI",619,31366,532,16,31985,"Hawaii",21.311389,-157.796389
"8303",2020-05-02,"IA",8641,37708,3156,175,46349,"Iowa",42,-93
"8304",2020-05-02,"ID",2035,27455,1215,63,29490,"Idaho",45,-114
"8305",2020-05-02,"IL",58505,241391,NA,2559,299896,"Illanois",40,-89
"8306",2020-05-02,"IN",19295,84846,NA,1229,104141,"Indiana",40,-86
"8307",2020-05-02,"KS",4746,30196,286,131,34942,"Kansas",38.5,-98
"8308",2020-05-02,"KY",4879,52770,1752,248,57649,"Kentucky",37.5,-85
"8309",2020-05-02,"LA",29140,143718,17303,1950,172858,"Louisiana",31,-92
"8310",2020-05-02,"MA",66263,232731,NA,3846,298994,"Massachusetts",42.3,-71.8
"8311",2020-05-02,"MD",24473,101049,1590,1323,125522,"Maryland",39,-76.7
"8312",2020-05-02,"ME",1152,19546,689,56,20698,"Maine",45.5,-69
"8313",2020-05-02,"MI",48672,188713,15659,4579,237385,"Michigan",44,-85
"8314",2020-05-02,"MN",9071,80609,2002,395,89680,"Minnesota",46,-94
"8315",2020-05-02,"MO",8154,74590,NA,351,82744,"Missouri",38.5,-92.5
"8316",2020-05-02,"MP",14,934,12,2,948,NA,NA,NA
"8317",2020-05-02,"MS",7441,67034,3413,291,74475,"Mississippi",33,-90
"8318",2020-05-02,"MT",455,14180,404,16,14635,"Montana",47,-110
"8319",2020-05-02,"NC",11509,127966,NA,420,139475,"North Carolina",35.5,-80
"8320",2020-05-02,"ND",1153,30394,510,24,31547,"North Dakota",47,-100
"8321",2020-05-02,"NE",4838,24510,NA,73,29348,"Nebraska",41.5,-100
"8322",2020-05-02,"NH",2310,22039,980,81,24508,"New Hampshire",44,-71.5
"8323",2020-05-02,"NJ",123717,138595,15642,9230,262988,"New Jersey",40,-74.5
"8324",2020-05-02,"NM",3513,67605,785,131,71118,"New Mexico",34,-106
"8325",2020-05-02,"NV",5311,39076,182,281,44387,"Nevada",39,-117
"8326",2020-05-02,"NY",312977,646094,57540,18909,959071,"New York",43,-75
"8327",2020-05-02,"OH",19335,126484,NA,1021,145819,"Ohio",40.5,-82.5
"8328",2020-05-02,"OK",3851,59804,2554,238,63655,"Oklahoma",35.5,-98
"8329",2020-05-02,"OR",2635,57501,NA,109,60136,"Oregon",44,-120.5
"8330",2020-05-02,"PA",48305,187071,NA,2418,235376,"Pennsylvania",41,-77.5
"8331",2020-05-02,"PR",1757,9313,NA,95,11070,"Puerto Rico",18.2,-66.5
"8332",2020-05-02,"RI",9522,53623,531,296,63145,"Rhode Island",41.7,-71.5
"8333",2020-05-02,"SC",6489,55127,3622,267,61616,"South Carolina",34,-81
"8334",2020-05-02,"SD",2588,15503,1759,21,18091,"South Dakota",44.5,-100
"8335",2020-05-02,"TN",12661,183615,5718,209,196276,"Tennessee",36,-86
"8336",2020-05-02,"TX",30522,350126,14891,847,380648,"Texas",31,-100
"8337",2020-05-02,"UT",4981,112823,2185,49,117804,"Utah",39,-111
"8338",2020-05-02,"VA",17731,84365,2312,616,102554,"Virginia",38,-79
"8339",2020-05-02,"VI",66,922,51,4,1042,"Virgin Islands",18.35,-64.933333
"8340",2020-05-02,"VT",896,15232,NA,51,16128,"Vermont",44,-72.7
"8341",2020-05-02,"WA",16048,211955,NA,824,228003,"Wahington",47.5,-120.5
"8342",2020-05-02,"WI",8920,75570,3698,334,84721,"Wisconsin",44.5,-89.5
"8343",2020-05-02,"WV",1169,47977,572,48,49146,"West Virginia",39,-80.5
"8344",2020-05-02,"WY",566,9463,387,7,10029,"Wyoming",43,-107.5
"8345",2020-05-01,"AK",364,19961,254,9,20325,"Alaska",65,-150
"8346",2020-05-01,"AL",7158,84775,NA,279,91933,"Alabama",32.7,-86.7
"8347",2020-05-01,"AR",3321,46355,1973,64,49676,"Arkansas",34.8,-92.2
"8348",2020-05-01,"AS",0,57,NA,0,57,NA,NA,NA
"8349",2020-05-01,"AZ",7962,66917,1528,330,74879,"Arizona",34,-112
"8350",2020-05-01,"CA",50442,604543,NA,2073,654985,"California",37,-120
"8351",2020-05-01,"CO",15284,57106,2486,777,72390,"Colorado",39,-105.5
"8352",2020-05-01,"CT",28764,71493,4346,2339,100257,"Connecticut",41.6,-72.7
"8353",2020-05-01,"DC",4658,16477,666,231,21135,NA,NA,NA
"8354",2020-05-01,"DE",4918,17667,1403,222,22585,"Delaware",39,-75.5
"8355",2020-05-01,"FL",34728,367971,NA,1314,402699,"Florida",28.1,-81.6
"8356",2020-05-01,"GA",27270,141097,NA,1154,168367,"Georgia",33,-83.5
"8357",2020-05-01,"GU",146,2859,131,5,3005,"Guam",13.5,144.8
"8358",2020-05-01,"HI",618,30476,526,16,31094,"Hawaii",21.311389,-157.796389
"8359",2020-05-01,"IA",7884,37708,2899,170,45592,"Iowa",42,-93
"8360",2020-05-01,"ID",2015,27210,1175,63,29225,"Idaho",45,-114
"8361",2020-05-01,"IL",56055,228633,NA,2457,284688,"Illanois",40,-89
"8362",2020-05-01,"IN",18630,81009,NA,1175,99639,"Indiana",40,-86
"8363",2020-05-01,"KS",4449,28585,280,130,33034,"Kansas",38.5,-98
"8364",2020-05-01,"KY",4708,51904,1675,240,56612,"Kentucky",37.5,-85
"8365",2020-05-01,"LA",28711,139540,17303,1927,168251,"Louisiana",31,-92
"8366",2020-05-01,"MA",64311,225325,NA,3716,289636,"Massachusetts",42.3,-71.8
"8367",2020-05-01,"MD",23472,97511,1517,1276,120983,"Maryland",39,-76.7
"8368",2020-05-01,"ME",1123,19546,657,55,20669,"Maine",45.5,-69
"8369",2020-05-01,"MI",48240,178807,8342,4520,227047,"Michigan",44,-85
"8370",2020-05-01,"MN",8736,77214,1911,371,85950,"Minnesota",46,-94
"8371",2020-05-01,"MO",7835,74590,NA,337,82425,"Missouri",38.5,-92.5
"8372",2020-05-01,"MP",14,749,12,2,763,NA,NA,NA
"8373",2020-05-01,"MS",7212,64336,3413,281,71548,"Mississippi",33,-90
"8374",2020-05-01,"MT",453,13750,397,16,14203,"Montana",47,-110
"8375",2020-05-01,"NC",10923,122909,NA,399,133832,"North Carolina",35.5,-80
"8376",2020-05-01,"ND",1107,28418,482,23,29525,"North Dakota",47,-100
"8377",2020-05-01,"NE",4281,23104,NA,70,27385,"Nebraska",41.5,-100
"8378",2020-05-01,"NH",2146,19903,980,72,22351,"New Hampshire",44,-71.5
"8379",2020-05-01,"NJ",121190,135355,15642,9003,257128,"New Jersey",40,-74.5
"8380",2020-05-01,"NM",3411,64458,760,123,67869,"New Mexico",34,-106
"8381",2020-05-01,"NV",5227,38368,182,277,43595,"Nevada",39,-117
"8382",2020-05-01,"NY",308314,619124,56187,18610,927438,"New York",43,-75
"8383",2020-05-01,"OH",18743,121763,NA,1002,140506,"Ohio",40.5,-82.5
"8384",2020-05-01,"OK",3748,59804,2467,230,63552,"Oklahoma",35.5,-98
"8385",2020-05-01,"OR",2579,55597,NA,104,58176,"Oregon",44,-120.5
"8386",2020-05-01,"PA",46971,180477,NA,2354,227448,"Pennsylvania",41,-77.5
"8387",2020-05-01,"PR",1575,9313,NA,92,10888,"Puerto Rico",18.2,-66.5
"8388",2020-05-01,"RI",9333,52328,485,279,61661,"Rhode Island",41.7,-71.5
"8389",2020-05-01,"SC",6258,53121,3622,256,59379,"South Carolina",34,-81
"8390",2020-05-01,"SD",2525,14838,1686,21,17363,"South Dakota",44.5,-100
"8391",2020-05-01,"TN",11891,174241,5546,204,186132,"Tennessee",36,-86
"8392",2020-05-01,"TX",29229,322546,14122,816,351775,"Texas",31,-100
"8393",2020-05-01,"UT",4828,107730,2062,46,112558,"Utah",39,-111
"8394",2020-05-01,"VA",16901,89539,2196,581,106908,"Virginia",38,-79
"8395",2020-05-01,"VI",66,811,51,4,945,"Virgin Islands",18.35,-64.933333
"8396",2020-05-01,"VT",885,14930,NA,50,15815,"Vermont",44,-72.7
"8397",2020-05-01,"WA",15936,209363,NA,814,225299,"Wahington",47.5,-120.5
"8398",2020-05-01,"WI",8550,72566,3352,327,81334,"Wisconsin",44.5,-89.5
"8399",2020-05-01,"WV",1136,45708,555,46,46844,"West Virginia",39,-80.5
"8400",2020-05-01,"WY",559,9136,373,7,9695,"Wyoming",43,-107.5
"8401",2020-04-30,"AK",355,18764,252,9,19119,"Alaska",65,-150
"8402",2020-04-30,"AL",7019,80177,NA,269,87196,"Alabama",32.7,-86.7
"8403",2020-04-30,"AR",3255,45124,1305,61,48379,"Arkansas",34.8,-92.2
"8404",2020-04-30,"AS",0,3,NA,0,20,NA,NA,NA
"8405",2020-04-30,"AZ",7648,64138,1499,320,71786,"Arizona",34,-112
"8406",2020-04-30,"CA",48917,576420,NA,1982,625337,"California",37,-120
"8407",2020-04-30,"CO",14758,56301,2415,766,71059,"Colorado",39,-105.5
"8408",2020-04-30,"CT",27700,69433,NA,2257,97133,"Connecticut",41.6,-72.7
"8409",2020-04-30,"DC",4323,15756,660,224,20079,NA,NA,NA
"8410",2020-04-30,"DE",4734,17086,1275,210,21820,"Delaware",39,-75.5
"8411",2020-04-30,"FL",33690,348715,NA,1290,383592,"Florida",28.1,-81.6
"8412",2020-04-30,"GA",26155,122889,NA,1120,149044,"Georgia",33,-83.5
"8413",2020-04-30,"GU",146,1962,131,5,2108,"Guam",13.5,144.8
"8414",2020-04-30,"HI",613,30027,516,16,30640,"Hawaii",21.311389,-157.796389
"8415",2020-04-30,"IA",7145,35522,2697,162,42667,"Iowa",42,-93
"8416",2020-04-30,"ID",1984,26862,1121,60,28846,"Idaho",45,-114
"8417",2020-04-30,"IL",52918,216949,NA,2355,269867,"Illanois",40,-89
"8418",2020-04-30,"IN",17835,77163,NA,1114,94998,"Indiana",40,-86
"8419",2020-04-30,"KS",4238,27388,272,129,31626,"Kansas",38.5,-98
"8420",2020-04-30,"KY",4539,49562,1668,235,54101,"Kentucky",37.5,-85
"8421",2020-04-30,"LA",28001,133308,17303,1862,161309,"Louisiana",31,-92
"8422",2020-04-30,"MA",62205,213442,NA,3562,275647,"Massachusetts",42.3,-71.8
"8423",2020-04-30,"MD",21742,92617,1432,1226,114359,"Maryland",39,-76.7
"8424",2020-04-30,"ME",1095,19546,631,53,20641,"Maine",45.5,-69
"8425",2020-04-30,"MI",47505,168944,8342,4434,216449,"Michigan",44,-85
"8426",2020-04-30,"MN",8116,73349,1829,343,81465,"Minnesota",46,-94
"8427",2020-04-30,"MO",7562,73125,NA,329,80687,"Missouri",38.5,-92.5
"8428",2020-04-30,"MP",14,585,12,2,599,NA,NA,NA
"8429",2020-04-30,"MS",6815,59525,3413,261,66340,"Mississippi",33,-90
"8430",2020-04-30,"MT",453,13461,392,16,13914,"Montana",47,-110
"8431",2020-04-30,"NC",10509,117527,NA,378,128036,"North Carolina",35.5,-80
"8432",2020-04-30,"ND",1067,26393,458,19,27460,"North Dakota",47,-100
"8433",2020-04-30,"NE",3784,21537,NA,68,25321,"Nebraska",41.5,-100
"8434",2020-04-30,"NH",2054,19867,980,66,22193,"New Hampshire",44,-71.5
"8435",2020-04-30,"NJ",118652,129266,15642,8668,248396,"New Jersey",40,-74.5
"8436",2020-04-30,"NM",3213,61872,734,112,65085,"New Mexico",34,-106
"8437",2020-04-30,"NV",4998,36988,158,269,41986,"Nevada",39,-117
"8438",2020-04-30,"NY",304372,596264,54771,18321,900636,"New York",43,-75
"8439",2020-04-30,"OH",18027,115863,NA,975,133890,"Ohio",40.5,-82.5
"8440",2020-04-30,"OK",3618,59804,2401,222,63422,"Oklahoma",35.5,-98
"8441",2020-04-30,"OR",2510,53522,NA,103,56032,"Oregon",44,-120.5
"8442",2020-04-30,"PA",45763,175602,NA,2292,221365,"Pennsylvania",41,-77.5
