,Date.x,state,Confirmed,Deaths,Recovered,lat,long
321,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
322,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
323,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
324,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
325,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
326,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
327,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
328,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
329,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
330,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
331,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
332,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
333,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
334,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
335,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
336,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
337,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
338,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
339,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
340,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
341,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
342,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
343,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
344,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
345,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
346,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
347,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
348,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
349,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
350,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
351,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
352,8/03/2020,Belgorod region,1,0,0,50.61074,36.58015
353,8/03/2020,Kaliningrad region,1,0,0,55.5264,33.1452
354,8/03/2020,Lipetsk region,3,0,0,52.60311,39.57076
355,8/03/2020,Moscow,5,0,0,55.753215,37.622504
356,8/03/2020,Moscow,5,0,0,55.753215,37.622504
357,8/03/2020,Moscow,5,0,0,55.753215,37.622504
358,8/03/2020,Moscow,5,0,0,55.753215,37.622504
359,8/03/2020,Moscow,5,0,0,55.753215,37.622504
360,8/03/2020,Moscow,5,0,0,55.753215,37.622504
361,8/03/2020,Moscow,5,0,0,55.753215,37.622504
362,8/03/2020,Moscow,5,0,0,55.753215,37.622504
363,8/03/2020,Moscow,5,0,0,55.753215,37.622504
364,8/03/2020,Moscow,5,0,0,55.753215,37.622504
365,8/03/2020,Moscow,5,0,0,55.753215,37.622504
366,8/03/2020,Moscow,5,0,0,55.753215,37.622504
367,8/03/2020,Moscow,5,0,0,55.753215,37.622504
368,8/03/2020,Moscow,5,0,0,55.753215,37.622504
369,8/03/2020,Moscow,5,0,0,55.753215,37.622504
370,8/03/2020,Moscow,5,0,0,55.753215,37.622504
371,8/03/2020,Moscow,5,0,0,55.753215,37.622504
372,8/03/2020,Moscow,5,0,0,55.753215,37.622504
373,8/03/2020,Moscow,5,0,0,55.753215,37.622504
374,8/03/2020,Moscow,5,0,0,55.753215,37.622504
375,8/03/2020,Moscow,5,0,0,55.753215,37.622504
376,8/03/2020,Moscow,5,0,0,55.753215,37.622504
377,8/03/2020,Moscow,5,0,0,55.753215,37.622504
378,8/03/2020,Moscow,5,0,0,55.753215,37.622504
379,8/03/2020,Moscow,5,0,0,55.753215,37.622504
380,8/03/2020,Moscow,5,0,0,55.753215,37.622504
381,8/03/2020,Moscow,5,0,0,55.753215,37.622504
382,8/03/2020,Moscow,5,0,0,55.753215,37.622504
383,8/03/2020,Moscow,5,0,0,55.753215,37.622504
384,8/03/2020,Moscow,5,0,0,55.753215,37.622504
385,8/03/2020,Moscow,5,0,0,55.753215,37.622504
386,8/03/2020,Moscow,5,0,0,55.753215,37.622504
387,8/03/2020,Moscow,5,0,0,55.753215,37.622504
388,8/03/2020,Moscow,5,0,0,55.753215,37.622504
389,8/03/2020,Moscow,5,0,0,55.753215,37.622504
390,8/03/2020,Moscow,5,0,0,55.753215,37.622504
391,8/03/2020,Moscow,5,0,0,55.753215,37.622504
392,8/03/2020,Moscow,5,0,0,55.753215,37.622504
393,8/03/2020,Moscow,5,0,0,55.753215,37.622504
394,8/03/2020,Moscow,5,0,0,55.753215,37.622504
395,8/03/2020,Moscow,5,0,0,55.753215,37.622504
396,8/03/2020,Moscow,5,0,0,55.753215,37.622504
397,8/03/2020,Moscow,5,0,0,55.753215,37.622504
398,8/03/2020,Moscow,5,0,0,55.753215,37.622504
399,8/03/2020,Moscow,5,0,0,55.753215,37.622504
400,8/03/2020,Moscow,5,0,0,55.753215,37.622504
